ORDER_ID,PURCHASE_DATE,PURCHASE_MONTH,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_AGE,CUSTOMER_SEGMENT,COUNTRY,REGION,CITY,POSTAL_CODE,PRODUCT_CATEGORY,SUB_CATEGORY,PRODUCT,UNIT_PRICE,QUANTITY,TOTAL_SALE
CA-2015-100895,2015-06-02,6,SV-20785,Stewart Visinsky,43,Senior,United States,South,Roswell,30076,Devices,Tablets,iPad,799.0,6,4794.0
CA-2015-100895,2015-06-02,6,SV-20785,Stewart Visinsky,43,Senior,United States,South,Roswell,30076,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2015-100916,2015-10-21,10,FH-14275,Frank Hawley,36,Young Professional,United States,South,Newport News,23602,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2015-100916,2015-10-21,10,FH-14275,Frank Hawley,36,Young Professional,United States,South,Newport News,23602,Devices,Tablets,iPad,799.0,5,3995.0
CA-2015-100972,2015-11-19,11,DB-13360,Dennis Bolton,46,Senior,United States,West,Salt Lake City,84106,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-101147,2015-12-02,12,MC-17575,Matt Collins,44,Senior,United States,Central,Chicago,60623,Accessories,Audio,AirPods,199.0,1,199.0
CA-2015-101175,2015-12-09,12,DM-12955,Dario Medina,41,Senior,United States,West,Mesa,85204,Accessories,Wearables,Apple Watch,399.0,1,399.0
CA-2015-101266,2015-08-27,8,MM-17920,Michael Moore,39,Young Professional,United States,South,Springfield,22153,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-101364,2015-12-22,12,TW-21025,Tamara Willingham,35,Young Professional,United States,East,New York City,10011,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2015-101392,2015-12-07,12,AS-10630,Ann Steele,44,Senior,United States,West,Seattle,98103,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-101427,2015-12-26,12,AY-10555,Andy Yotov,40,Senior,United States,East,Philadelphia,19140,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-101462,2015-04-20,4,BP-11230,Benjamin Patterson,40,Senior,United States,West,Los Angeles,90045,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2015-101476,2015-09-12,9,SD-20485,Shirley Daniels,41,Senior,United States,East,New Rochelle,10801,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2015-101560,2015-11-28,11,CS-12250,Chris Selesnick,43,Senior,United States,South,Columbia,29203,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-101560,2015-11-28,11,CS-12250,Chris Selesnick,43,Senior,United States,South,Columbia,29203,Accessories,Wearables,Apple Watch,399.0,6,2394.0
CA-2015-101602,2015-12-15,12,MC-18100,Mick Crebagga,39,Young Professional,United States,Central,El Paso,79907,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2015-101602,2015-12-15,12,MC-18100,Mick Crebagga,39,Young Professional,United States,Central,El Paso,79907,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2015-101770,2015-03-31,3,KB-16240,Karen Bern,48,Senior,United States,South,Miami,33180,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-101833,2015-11-17,11,FG-14260,Frank Gastineau,45,Senior,United States,East,New York City,10024,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-101931,2015-10-28,10,TS-21370,Todd Sumrall,40,Senior,United States,West,Los Angeles,90049,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2015-101931,2015-10-28,10,TS-21370,Todd Sumrall,40,Senior,United States,West,Los Angeles,90049,Devices,Tablets,iPad,799.0,8,6392.0
CA-2015-102008,2015-09-30,9,RA-19915,Russell Applegate,50,Senior,United States,East,New York City,10011,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-102085,2015-10-04,10,JD-16015,Joy Daniels,43,Senior,United States,West,Seattle,98115,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2015-102274,2015-11-21,11,DH-13075,Dave Hallsten,43,Senior,United States,South,Richmond,40475,Accessories,Wearables,Apple Watch,399.0,1,399.0
CA-2015-102274,2015-11-21,11,DH-13075,Dave Hallsten,43,Senior,United States,South,Richmond,40475,Devices,Tablets,iPad,799.0,6,4794.0
CA-2015-102274,2015-11-21,11,DH-13075,Dave Hallsten,43,Senior,United States,South,Richmond,40475,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2015-102295,2015-11-24,11,EH-13990,Erica Hackney,39,Young Professional,United States,West,Sacramento,95823,Accessories,Wearables,Apple Watch,399.0,1,399.0
CA-2015-102330,2015-12-29,12,AI-10855,Arianne Irving,40,Senior,United States,West,Brentwood,94513,Accessories,Audio,AirPods,199.0,2,398.0
CA-2015-102330,2015-12-29,12,AI-10855,Arianne Irving,40,Senior,United States,West,Brentwood,94513,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-102645,2015-01-23,1,IM-15055,Ionia McGrath,39,Young Professional,United States,West,Las Vegas,89115,Accessories,Audio,AirPods,199.0,4,796.0
CA-2015-102652,2015-04-06,4,AY-10555,Andy Yotov,40,Senior,United States,West,Los Angeles,90049,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-102652,2015-04-06,4,AY-10555,Andy Yotov,40,Senior,United States,West,Los Angeles,90049,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-102652,2015-04-06,4,AY-10555,Andy Yotov,40,Senior,United States,West,Los Angeles,90049,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2015-102652,2015-04-06,4,AY-10555,Andy Yotov,40,Senior,United States,West,Los Angeles,90049,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-102673,2015-11-01,11,KH-16630,Ken Heidel,43,Senior,United States,South,Charlotte,28205,Accessories,Audio,AirPods,199.0,1,199.0
CA-2015-102673,2015-11-01,11,KH-16630,Ken Heidel,43,Senior,United States,South,Charlotte,28205,Devices,Tablets,iPad,799.0,6,4794.0
CA-2015-102673,2015-11-01,11,KH-16630,Ken Heidel,43,Senior,United States,South,Charlotte,28205,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2015-102869,2015-09-09,9,LC-17140,Logan Currie,45,Senior,United States,East,Philadelphia,19140,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2015-102869,2015-09-09,9,LC-17140,Logan Currie,45,Senior,United States,East,Philadelphia,19140,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-102869,2015-09-09,9,LC-17140,Logan Currie,45,Senior,United States,East,Philadelphia,19140,Devices,Smartphones,iPhone,999.0,5,4995.0
CA-2015-102988,2015-04-05,4,GM-14695,Greg Maxwell,43,Senior,United States,South,Alexandria,22304,Accessories,Audio,AirPods,199.0,4,796.0
CA-2015-102988,2015-04-05,4,GM-14695,Greg Maxwell,43,Senior,United States,South,Alexandria,22304,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-102988,2015-04-05,4,GM-14695,Greg Maxwell,43,Senior,United States,South,Alexandria,22304,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-103058,2015-07-23,7,AG-10270,Alejandro Grove,44,Senior,United States,East,New York City,10011,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2015-103086,2015-10-17,10,EB-14170,Evan Bailliet,37,Young Professional,United States,Central,Houston,77095,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2015-103100,2015-12-20,12,AB-10105,Adrian Barton,40,Senior,United States,Central,Indianapolis,46203,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-103191,2015-09-22,9,VG-21805,Vivek Grady,45,Senior,United States,Central,Chicago,60653,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-103219,2015-11-09,11,BF-11215,Benjamin Farhat,35,Young Professional,United States,East,New York City,10035,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2015-103310,2015-05-10,5,GM-14680,Greg Matthias,40,Senior,United States,West,San Jose,95123,Accessories,Audio,AirPods,199.0,4,796.0
CA-2015-103310,2015-05-10,5,GM-14680,Greg Matthias,40,Senior,United States,West,San Jose,95123,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2015-103310,2015-05-10,5,GM-14680,Greg Matthias,40,Senior,United States,West,San Jose,95123,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-103310,2015-05-10,5,GM-14680,Greg Matthias,40,Senior,United States,West,San Jose,95123,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2015-103317,2015-07-05,7,DM-13525,Don Miller,39,Young Professional,United States,South,Palm Coast,32137,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2015-103317,2015-07-05,7,DM-13525,Don Miller,39,Young Professional,United States,South,Palm Coast,32137,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-103331,2015-08-26,8,KB-16315,Karl Braun,38,Young Professional,United States,East,Newark,19711,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2015-103331,2015-08-26,8,KB-16315,Karl Braun,38,Young Professional,United States,East,Newark,19711,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-103366,2015-01-15,1,EH-13990,Erica Hackney,39,Young Professional,United States,South,Roswell,30076,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2015-103373,2015-05-18,5,BS-11755,Bruce Stewart,34,Young Professional,United States,East,Cleveland,44105,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2015-103401,2015-11-21,11,GR-14560,Georgia Rosenberg,47,Senior,United States,West,San Francisco,94110,Accessories,Audio,AirPods,199.0,4,796.0
CA-2015-103429,2015-05-30,5,LW-16825,Laurel Workman,35,Young Professional,United States,East,New York City,10024,Devices,Tablets,iPad,799.0,8,6392.0
CA-2015-103429,2015-05-30,5,LW-16825,Laurel Workman,35,Young Professional,United States,East,New York City,10024,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2015-103492,2015-10-10,10,CM-12715,Craig Molinari,40,Senior,United States,Central,Huntsville,77340,Devices,Tablets,iPad,799.0,7,5593.0
CA-2015-103492,2015-10-10,10,CM-12715,Craig Molinari,40,Senior,United States,Central,Huntsville,77340,Devices,Smartphones,iPhone,999.0,6,5994.0
CA-2015-103527,2015-09-09,9,CC-12220,Chris Cortes,41,Senior,United States,Central,Chicago,60653,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-103590,2015-11-30,11,JL-15505,Jeremy Lonsdale,46,Senior,United States,East,Mount Vernon,10550,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-103660,2015-08-25,8,MW-18220,Mitch Webber,46,Senior,United States,West,Seattle,98103,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2015-103702,2015-09-12,9,AF-10885,Art Foster,47,Senior,United States,East,Fairfield,45014,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-103744,2015-02-23,2,MG-17875,Michael Grace,42,Senior,United States,Central,El Paso,79907,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-103744,2015-02-23,2,MG-17875,Michael Grace,42,Senior,United States,Central,El Paso,79907,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-103800,2015-01-03,1,DP-13000,Darren Powers,37,Young Professional,United States,Central,Houston,77095,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-103807,2015-12-02,12,EM-13825,Elizabeth Moffitt,44,Senior,United States,South,Sandy Springs,30328,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-103807,2015-12-02,12,EM-13825,Elizabeth Moffitt,44,Senior,United States,South,Sandy Springs,30328,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2015-103849,2015-05-11,5,PG-18895,Paul Gonzalez,39,Young Professional,United States,Central,Fort Worth,76106,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2015-103849,2015-05-11,5,PG-18895,Paul Gonzalez,39,Young Professional,United States,Central,Fort Worth,76106,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2015-103940,2015-09-17,9,BN-11515,Bradley Nguyen,39,Young Professional,United States,West,Seattle,98103,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-103940,2015-09-17,9,BN-11515,Bradley Nguyen,39,Young Professional,United States,West,Seattle,98103,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-103940,2015-09-17,9,BN-11515,Bradley Nguyen,39,Young Professional,United States,West,Seattle,98103,Devices,Tablets,iPad,799.0,5,3995.0
CA-2015-103989,2015-03-19,3,MC-17605,Matt Connell,38,Young Professional,United States,South,Lakeland,33801,Accessories,Audio,AirPods,199.0,3,597.0
CA-2015-103989,2015-03-19,3,MC-17605,Matt Connell,38,Young Professional,United States,South,Lakeland,33801,Accessories,Wearables,Apple Watch,399.0,5,1995.0
CA-2015-103989,2015-03-19,3,MC-17605,Matt Connell,38,Young Professional,United States,South,Lakeland,33801,Devices,Tablets,iPad,799.0,10,7990.0
CA-2015-103989,2015-03-19,3,MC-17605,Matt Connell,38,Young Professional,United States,South,Lakeland,33801,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2015-104178,2015-08-25,8,JM-15265,Janet Molinari,38,Young Professional,United States,West,Los Angeles,90036,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2015-104178,2015-08-25,8,JM-15265,Janet Molinari,38,Young Professional,United States,West,Los Angeles,90036,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2015-104178,2015-08-25,8,JM-15265,Janet Molinari,38,Young Professional,United States,West,Los Angeles,90036,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-104269,2015-03-01,3,DB-13060,Dave Brooks,42,Senior,United States,West,Seattle,98115,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2015-104283,2015-06-27,6,LM-17065,Liz MacKendrick,41,Senior,United States,South,Southaven,38671,Accessories,Audio,AirPods,199.0,8,1592.0
CA-2015-104283,2015-06-27,6,LM-17065,Liz MacKendrick,41,Senior,United States,South,Southaven,38671,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2015-104402,2015-06-17,6,DB-13660,Duane Benoit,49,Senior,United States,East,Newark,19711,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-104472,2015-06-02,6,CK-12325,Christine Kargatis,43,Senior,United States,West,Orem,84057,Accessories,Audio,AirPods,199.0,4,796.0
CA-2015-104472,2015-06-02,6,CK-12325,Christine Kargatis,43,Senior,United States,West,Orem,84057,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-104563,2015-03-07,3,CM-12715,Craig Molinari,40,Senior,United States,West,Seattle,98103,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-104563,2015-03-07,3,CM-12715,Craig Molinari,40,Senior,United States,West,Seattle,98103,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2015-104563,2015-03-07,3,CM-12715,Craig Molinari,40,Senior,United States,West,Seattle,98103,Devices,Tablets,iPad,799.0,6,4794.0
CA-2015-104738,2015-12-30,12,SP-20620,Stefania Perrino,39,Young Professional,United States,Central,Laredo,78041,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-104738,2015-12-30,12,SP-20620,Stefania Perrino,39,Young Professional,United States,Central,Laredo,78041,Devices,Tablets,iPad,799.0,8,6392.0
CA-2015-104738,2015-12-30,12,SP-20620,Stefania Perrino,39,Young Professional,United States,Central,Laredo,78041,Devices,Smartphones,iPhone,999.0,5,4995.0
CA-2015-104773,2015-12-08,12,TB-21175,Thomas Boland,42,Senior,United States,Central,Houston,77041,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-104780,2015-05-21,5,BT-11530,Bradley Talbott,42,Senior,United States,West,San Diego,92037,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-104808,2015-02-04,2,MH-17440,Mark Haberlin,47,Senior,United States,West,Escondido,92025,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-104829,2015-11-18,11,JG-15805,John Grady,40,Senior,United States,West,Provo,84604,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-104976,2015-12-09,12,CK-12760,Cyma Kinney,43,Senior,United States,West,San Francisco,94122,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-105165,2015-09-07,9,SZ-20035,Sam Zeldin,41,Senior,United States,Central,Houston,77036,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2015-105165,2015-09-07,9,SZ-20035,Sam Zeldin,41,Senior,United States,Central,Houston,77036,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-105165,2015-09-07,9,SZ-20035,Sam Zeldin,41,Senior,United States,Central,Houston,77036,Devices,Smartphones,iPhone,999.0,7,6993.0
CA-2015-105172,2015-04-04,4,PK-18910,Paul Knutson,44,Senior,United States,West,San Francisco,94109,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-105249,2015-11-28,11,DH-13675,Duane Huffman,41,Senior,United States,West,San Francisco,94122,Accessories,Audio,AirPods,199.0,1,199.0
CA-2015-105249,2015-11-28,11,DH-13675,Duane Huffman,41,Senior,United States,West,San Francisco,94122,Devices,Tablets,iPad,799.0,5,3995.0
CA-2015-105270,2015-11-11,11,AP-10915,Arthur Prichep,39,Young Professional,United States,West,Los Angeles,90008,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2015-105270,2015-11-11,11,AP-10915,Arthur Prichep,39,Young Professional,United States,West,Los Angeles,90008,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-105340,2015-11-22,11,EH-14185,Evan Henry,37,Young Professional,United States,Central,Pasadena,77506,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-105417,2015-01-07,1,VS-21820,Vivek Sundaresam,41,Senior,United States,Central,Huntsville,77340,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-105417,2015-01-07,1,VS-21820,Vivek Sundaresam,41,Senior,United States,Central,Huntsville,77340,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2015-105648,2015-03-03,3,EJ-14155,Eva Jacobs,40,Senior,United States,West,San Diego,92037,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2015-105872,2015-05-30,5,JG-15160,James Galang,40,Senior,United States,East,New York City,10024,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-105893,2015-11-11,11,PK-19075,Pete Kriz,42,Senior,United States,Central,Madison,53711,Accessories,Audio,AirPods,199.0,2,398.0
CA-2015-105984,2015-11-24,11,MY-18295,Muhammed Yedwab,39,Young Professional,United States,East,Columbus,43229,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2015-105984,2015-11-24,11,MY-18295,Muhammed Yedwab,39,Young Professional,United States,East,Columbus,43229,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2015-106054,2015-01-06,1,JO-15145,Jack O'Briant,45,Senior,United States,South,Athens,30605,Devices,Tablets,iPad,799.0,4,3196.0
CA-2015-106229,2015-06-07,6,NR-18550,Nick Radford,43,Senior,United States,Central,Aurora,60505,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2015-106264,2015-12-26,12,CK-12595,Clytie Kelty,43,Senior,United States,West,San Diego,92024,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-106264,2015-12-26,12,CK-12595,Clytie Kelty,43,Senior,United States,West,San Diego,92024,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2015-106376,2015-12-05,12,BS-11590,Brendan Sweed,42,Senior,United States,West,Gilbert,85234,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2015-106376,2015-12-05,12,BS-11590,Brendan Sweed,42,Senior,United States,West,Gilbert,85234,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-106439,2015-10-31,10,GG-14650,Greg Guthrie,41,Senior,United States,West,Los Angeles,90049,Accessories,Audio,AirPods,199.0,7,1393.0
CA-2015-106439,2015-10-31,10,GG-14650,Greg Guthrie,41,Senior,United States,West,Los Angeles,90049,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2015-106439,2015-10-31,10,GG-14650,Greg Guthrie,41,Senior,United States,West,Los Angeles,90049,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2015-106439,2015-10-31,10,GG-14650,Greg Guthrie,41,Senior,United States,West,Los Angeles,90049,Devices,Tablets,iPad,799.0,14,11186.0
CA-2015-106439,2015-10-31,10,GG-14650,Greg Guthrie,41,Senior,United States,West,Los Angeles,90049,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2015-106572,2015-09-05,9,NP-18700,Nora Preis,46,Senior,United States,East,Bowling Green,43402,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-106719,2015-08-24,8,RB-19645,Robert Barroso,40,Senior,United States,West,Billings,59102,Devices,Tablets,iPad,799.0,1,799.0
CA-2015-106726,2015-12-06,12,RS-19765,Roland Schwarz,36,Young Professional,United States,West,Los Angeles,90008,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-106803,2015-12-29,12,DC-13285,Debra Catini,38,Young Professional,United States,Central,Cottage Grove,55016,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2015-106803,2015-12-29,12,DC-13285,Debra Catini,38,Young Professional,United States,Central,Cottage Grove,55016,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2015-106810,2015-05-14,5,AJ-10795,Anthony Johnson,44,Senior,United States,South,Saint Petersburg,33710,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2015-106971,2015-09-02,9,BM-11785,Bryan Mills,40,Senior,United States,Central,Buffalo Grove,60089,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2015-107139,2015-07-05,7,DP-13390,Dennis Pardue,41,Senior,United States,West,Los Angeles,90004,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-107153,2015-09-28,9,GZ-14545,George Zrebassa,40,Senior,United States,East,Lawrence,1841,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2015-107181,2015-02-04,2,DB-13270,Deborah Brumfield,42,Senior,United States,West,San Diego,92024,Accessories,Audio,AirPods,199.0,4,796.0
CA-2015-107181,2015-02-04,2,DB-13270,Deborah Brumfield,42,Senior,United States,West,San Diego,92024,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2015-107398,2015-08-25,8,BS-11590,Brendan Sweed,42,Senior,United States,East,Columbus,43229,Accessories,Audio,AirPods,199.0,6,1194.0
CA-2015-107398,2015-08-25,8,BS-11590,Brendan Sweed,42,Senior,United States,East,Columbus,43229,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-107454,2015-11-02,11,RD-19720,Roger Demir,44,Senior,United States,East,New York City,10024,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2015-107454,2015-11-02,11,RD-19720,Roger Demir,44,Senior,United States,East,New York City,10024,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-107524,2015-03-02,3,KN-16705,Kristina Nunn,44,Senior,United States,East,New York City,10009,Devices,Tablets,iPad,799.0,5,3995.0
CA-2015-107573,2015-12-12,12,PB-19150,Philip Brown,43,Senior,United States,South,Miami,33178,Accessories,Audio,AirPods,199.0,4,796.0
CA-2015-107594,2015-07-02,7,EH-13945,Eric Hoffmann,40,Senior,United States,East,Plainfield,7060,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2015-107594,2015-07-02,7,EH-13945,Eric Hoffmann,40,Senior,United States,East,Plainfield,7060,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2015-107706,2015-02-14,2,ST-20530,Shui Tom,38,Young Professional,United States,Central,Houston,77095,Devices,Tablets,iPad,799.0,3,2397.0
CA-2015-107755,2015-02-07,2,CK-12760,Cyma Kinney,43,Senior,United States,East,Linden,7036,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2015-107769,2015-10-28,10,BT-11395,Bill Tyler,35,Young Professional,United States,Central,Garden City,67846,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2015-107811,2015-04-29,4,LA-16780,Laura Armstrong,37,Young Professional,United States,South,Memphis,38109,Accessories,Audio,AirPods,199.0,2,398.0
CA-2015-107811,2015-04-29,4,LA-16780,Laura Armstrong,37,Young Professional,United States,South,Memphis,38109,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2015-107818,2015-09-08,9,MC-17275,Marc Crier,43,Senior,United States,West,Pasco,99301,Accessories,Wearables,Apple Watch,399.0,1,399.0
CA-2015-107818,2015-09-08,9,MC-17275,Marc Crier,43,Senior,United States,West,Pasco,99301,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2015-107818,2015-09-08,9,MC-17275,Marc Crier,43,Senior,United States,West,Pasco,99301,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-107916,2015-08-24,8,JP-15460,Jennifer Patt,40,Senior,United States,East,Oceanside,11572,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2015-107916,2015-08-24,8,JP-15460,Jennifer Patt,40,Senior,United States,East,Oceanside,11572,Devices,Tablets,iPad,799.0,2,1598.0
CA-2015-108147,2015-06-08,6,RD-19480,Rick Duston,36,Young Professional,United States,East,Long Beach,11561,Accessories,Audio,AirPods,199.0,1,199.0
